School,FiscalYear,NAE_Overall_Average_Fee_USD,NAE_Secondary_Average_Fee_USD,NAE_Sixth_Form_Average_Fee_USD,NAE_Primary_Average_Fee_USD,NAE_EY_Average_Fee_USD,Overall_Gap_Median,Secondary_Gap_Median,Sixth_Form_Gap_Median,Overall_Pct_vs_Median,Secondary_Pct_vs_Median,Mainentance_Capex_sum,Expansion_Capex_sum,CPT_Capex_sum,Mainentance_Capex_std,Expansion_Capex_std,CPT_Capex_std,Revenue,Capex_annual_sum,RegionCode,SubRegionCode,Region,Subregion,City,Country,StudentFTE,CapacityFTE,leads_submitted,enquiries_started,tv_leads_t_plus1,tv_enquiries_t_plus1,tv_fte_t_plus1,tv_leads_t_plus2,tv_enquiries_t_plus2,tv_fte_t_plus2,tv_lead_growth_1yr,tv_enquiry_growth_1yr,tv_fte_growth_1yr,tv_lead_growth_2yr,tv_enquiry_growth_2yr,tv_fte_growth_2yr,EmployeeHeadCountCurrent,EmployeeFTECurrent,DirectContractorHeadCount,Prevailing_Curriculum,Curricula_Offered,Employee_Engagement_Score,MAC_Attrition_Pct,Teachers_Attrition_Pct,Student_Expat_Pct,Student_Local_Pct,Average_Principal_Tenure,Curricula_Offered_IB,Curricula_Offered_IGCSE,Curricula_Offered_A-Levels,Curricula_Offered_MYP,Curricula_Offered_AP,Curricula_Offered_count,school_opened_year,school_age,is_school_mature,nps_score,nps_responses_count,nps_teacher_quality_score,nps_teacher_quality_response_count,nps_education_quality_score,nps_education_quality_response_count,nps_principal_quality_score,nps_principal_quality_response_count,iso2,year,total_enrolment,total_public_enrolment,tv_total_private_enrolment_t_plus1,gdp_growth_pct,gdp_per_capita_growth_pct,market_cap,gross_savings_pct_gdp,total_population,population_0_14_pct_total,urban_population_pct_total,net_migration,inflation_pct,govt_expenditure_on_education_pct_gdp,foreign_dir_investment_net_inflows_pct_gdp,govt_expenditure_on_education_per_student_pct_gdp,household_final_consumption_expenditure,millionaires,eyp_private_enrolment,hnwi_billionaires,hnwi_centi_millionaires,hnwi_millionaire_growth_2014_to_2024,hnwi_number_of_millionaires,Academic_Performance_Index,ReportNameOneStream,iso2_code,country_name,nationality_1,nationality_2,Sum_Years,App,Total Lost/Denied,Percentage,vs Regional AVG,1st Stage,2nd Stage,CvR %,Region Avg,vs Region Avg,CvR % PY,CvR % YoY,Category,Action,Target,Plan to achieve Target,Target Date,Status,Forecast FTE vs Budget %,Forecast FTE vs LY W5 %,Forecast FTE YoY,New Enrolment YoY,Enquiries YoY,Enquiries - Enrolled CVR YoY,Enquiries - Application CVR YoY,Velocity,ReEnroll % Variance,Capacity Utilisation % Current,Capacity Utilisation % Forecast,Employee Engagement Score,MAC Attrition %,Teacher Attrition %,Principal Tenure avg.,Channel_Cross-network,Channel_Direct,Channel_Display,Channel_Email,Channel_Organic Search,Channel_Organic Social,Channel_Paid Other,Channel_Paid Search,Channel_Paid Social,Channel_Referral,Channel_Unassigned,Device_desktop,Device_mobile,Device_tablet,Years Spent_before_leaving_0,Years Spent_before_leaving_1-2,Years Spent_before_leaving_3-5,Years Spent_before_leaving_6-8,Years Spent_before_leaving_9-10,Years Spent_before_leaving_11&above,reason_for_leaving_Academic - Class Size,reason_for_leaving_Academic - Concerns with Academic Progress,reason_for_leaving_Academic - I Want a Single-Sex School for My Child,reason_for_leaving_Academic - Lack of Support for SEND,reason_for_leaving_Academic - Limited Program Offerings,reason_for_leaving_Academic - Not Suitable for Desired University Choice,reason_for_leaving_Academic - Quality of Teaching,reason_for_leaving_Early Entry to Higher Education,reason_for_leaving_Financial - Can No Longer Afford Tuition Costs,reason_for_leaving_Financial - Do Not Feel That I Am Getting Value for Money,reason_for_leaving_Graduate,reason_for_leaving_Lack of Facilities - Inadequate Facilities for SEND,reason_for_leaving_Lack of Facilities - Inadequate Sport/Recreational Facilities,reason_for_leaving_Lack of Facilities - Poor General Maintenance,reason_for_leaving_Moving to State School - Preference for State School,reason_for_leaving_Moving to State School - Proximity of State School,reason_for_leaving_Moving to State School - State School Reputation,reason_for_leaving_Relocating - Different City,reason_for_leaving_Relocating - Different Country,reason_for_leaving_School Decision - Academic Standards Not Achieved,reason_for_leaving_School Decision - Behavioural Issues for Child,reason_for_leaving_School Decision - Non-Payment of Fees,reason_for_leaving_School Decision - Sanctioned List,reason_for_leaving_Social/Personal Issue for Child - Lack of Diversity,reason_for_leaving_Social/Personal Issue for Child - Medical Issues,reason_for_leaving_Social/Personal Issue for Child - Peer Issues,reason_for_leaving_Social/Personal Issue for Child - Teacher/Staff Issues,reason_for_leaving_Temporary Leaver - Medical Leave,reason_for_leaving_Temporary Leaver - Temporary Enrolment in Another School,LeavingStandardisedGrade_Year 0,LeavingStandardisedGrade_Year 1,LeavingStandardisedGrade_Year -1,LeavingStandardisedGrade_Year 10,LeavingStandardisedGrade_Year 11,LeavingStandardisedGrade_Year 12,LeavingStandardisedGrade_Year 13,LeavingStandardisedGrade_Year 2,LeavingStandardisedGrade_Year -2,LeavingStandardisedGrade_Year 3,LeavingStandardisedGrade_Year -3,LeavingStandardisedGrade_Year 4,LeavingStandardisedGrade_Year 5,LeavingStandardisedGrade_Year 6,LeavingStandardisedGrade_Year 7,LeavingStandardisedGrade_Year 8,LeavingStandardisedGrade_Year 9
School73,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School73,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School73,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School73,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0,,,,,,,,,,,,Other; Talent/Capability,"CBSE (Grade 5 moving to Grade 6): 10% fee concession

CBSE (Grade 10 moving to Grade 11): 10% fee concession

IBDP (Grade 10 moving to Grade 11): 25% fee concession; We’re emailing and calling to reconnect and briefly share how the school has evolved, especially around teacher continuity and student experience; Communicating our recent ESS results which reflect strong staff stability and growing trust, ensuring continuity and consistency for our students. Also uploading the teachers testimonials to improve the teachers retentions",Grade 5 and Grade 10 students; parents who left us in last 2 years; Existing parents,"one on one basis meeting with the parents to retain the maximum students from grade 5 and Grade 10; One dedicated person will call and update us on daily basis; Sharing the insights with the parents via email, whatsapp and SM",2026-02-28 00:00:00,In Progress,-0.022887324,-0.134165367,-0.175334324,,,,,,0.031041214,0.601589103,0.629965948,3.85,0.0,0.323,2.92,94.0,28.0,0.0,0.0,68.0,4.0,8.0,177.0,1.0,6.0,165.0,109.0,440.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohali,IN,India,Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School74,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School74,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School74,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School74,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154.0,,,,,,,,,,,,Competitors; Other; School Performance; School Proposition,Improving the quality of teaching and learning; Value addition for High fees; Reduction of EVAs YOY; Initiatives to increase EBIDTA revenue; Initiatives to increase EBIDTA revenue; Value addition for High fees; Quality of Teaching and Learning,"Streamlining communication of academic and co curricular progress of students; * Enhanced marketing strategies to increase walk in for EY * More outreach programmes through BDM; Encourage means to recover pending fees and ensure timely payment; Implement additional revenue measures; Introduction of additional sport options, and student breakout spaces; To develop a unified vision for teaching and learning",31/08/2026; 30/06/2026; 30/04/2026; 31/08/2026; 31/12/2026; 10/07/2026,31/08/2026; 30/06/2026; 30/04/2026; 31/12/2026; 10/07/2026,New; In Progress,-0.01146325,-0.151129126,-0.162285714,,,,,,0.016374567,0.680129991,0.680594243,3.84,0.5373,0.2852,1.92,90.0,77.0,0.0,0.0,125.0,18.0,37.0,165.0,2.0,3.0,200.0,217.0,494.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachupally,IN,India,Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School75,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School75,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School75,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School75,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328.0,,,,,,,,,,,,Marketing Effectiveness,"Building market intel through use of AI,connections,local and national news; Accurate prediction based on historical trends,analyse trends. Use it to assess and evaluate plans; Retention of team of 10",A; zero attrition,Ongoing,ongoing,,-0.021396396,-0.061217141,-0.065591398,,,,,,0.00871448,0.766225962,0.783353365,3.99,0.7317,0.2051,2.92,33.0,137.0,1.0,0.0,240.0,24.0,27.0,135.0,14.0,7.0,161.0,308.0,460.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gachibowli,IN,India,Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School76,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School76,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School76,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School76,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School77,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School77,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School77,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School77,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,,,,,,,,,,,Marketing Effectiveness; School Performance,"Relook into the classroom size and teacher work allotment to increase engagement and efficiency-a relook at classroom sizes and teacher workload is essential especially as many of our peer schools in the Early Years, primary and middle years maintain an optimal student–teacher ratio of around 15–20:1, enabling stronger engagement and differentiated attention. We also plan to expand our support learning programs across all levels to further enhance academic outcomes and ensure every learner achieves their potential.; 1. More focus on formative feedback to parents with personalized approach.
2. Consistent Assessment for learning (AFL) implementation
3. Additional support learning programs at all levels to enhance the academic outcomes. ",,,,,-0.064102564,-0.05418139,-0.063010502,,,,,,0.019000413,0.729090909,0.73,4.03,0.169,0.3897,12.25,81.0,20.0,0.0,0.0,60.0,4.0,8.0,143.0,8.0,2.0,85.0,76.0,328.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vizag,IN,India,Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School78,2020.0,,,,,,,,,,,,,,,,,,,EU,EU (excl UK),Europe,Europe (excl UK),Prague,Czech Republic,1308.2,,,498.0,437.0,679.0,1296.6,1058.0,918.0,1336.9,,0.363453815,-0.008867146,,0.843373494,-0.008867146,,,,,,,,,,,,,,,,,,,,,32.60869565,322.0,,,,,,,CZ,2020.0,1405814.0,1298354.023,121374.0336,-5.304879555,-5.534919698,26613600000.0,25.85687037,10697858.0,16.00281779,74.061,4336.0,3.161295285,4.625030041,3.391140662,,94408008537.0,,550.0,,,,,,Prague,CZ,Czech Republic,Czech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School78,2021.0,,,,,,,,,,,,,,,,,,,EU,EU (excl UK),Europe,Europe (excl UK),Prague,Czech Republic,1296.6,,437.0,679.0,1058.0,918.0,1336.9,1105.0,920.0,1273.8,1.421052632,0.351988218,0.03108129,1.528604119,0.354933726,0.03108129,,,,IB,"MYP, IGCSE, IB, IBCP",,,,,,,1.0,1.0,0.0,1.0,0.0,4.0,2017.0,4.0,0.0,43.44569288,267.0,,,,,,,CZ,2021.0,1434217.0,1312842.966,134324.9839,4.029018321,5.931069689,37469270000.0,28.52565272,10505772.0,16.06891576,74.214,4111.0,3.839844915,4.651639938,4.430295246,,98288246354.0,,4309.0,,,,,,Prague,CZ,Czech Republic,Czech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School78,2022.0,,,,,,,,,,,,,,,,,,,EU,EU (excl UK),Europe,Europe (excl UK),Prague,Czech Republic,1336.9,,1058.0,918.0,1105.0,920.0,1273.8,1091.0,868.0,1115.8,0.04442344,0.002178649,-0.047198743,0.031190926,-0.054466231,-0.047198743,,,,IB,"MYP, IGCSE, IB, IBCP",,,,,,,1.0,1.0,0.0,1.0,0.0,4.0,2017.0,5.0,1.0,28.90365449,301.0,,,,,,,CZ,2022.0,1459411.0,1325086.016,118189.985,2.847170658,1.244094732,28808940000.0,27.28383518,10672118.0,15.9477001,74.377,329739.0,15.10016515,4.302919865,3.029375173,,97659921744.0,,,,,,,0.111506994,Prague,CZ,Czech Republic,Czech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School78,2023.0,22603.0,22808.0,23859.0,21142.0,14878.0,3648.0,3424.0,2494.5,0.192455816,0.176640528,1341.183438,4.14e-07,0.0,387.1663095,1.2e-07,0.0,30175.41792,1341.183438,EU,EU (excl UK),Europe,Europe (excl UK),Prague,Czech Republic,1273.8,1747.0,1105.0,920.0,1091.0,868.0,1115.8,831.0,626.0,996.0,-0.012669683,-0.056521739,-0.124038311,-0.247963801,-0.319565217,-0.124038311,,,,IB,"MYP, IGCSE, IB, IBCP",,0.0,0.2033,0.6245,0.3755,,1.0,1.0,0.0,1.0,0.0,4.0,2017.0,6.0,1.0,0.0,242.0,3.760330579,242.0,3.681818182,242.0,3.58677686,242.0,CZ,2023.0,1498136.0,1379946.015,0.0,-0.05526182,-1.820884038,34661170000.0,30.92837624,10864042.0,15.67363564,74.552,-14638.0,10.66126014,,3.464845707,,94587082677.0,,4719.0,,,,,-0.255516178,Prague,CZ,Czech Republic,Czech,,1609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School78,2024.0,26174.0,26533.0,27890.0,24099.0,16454.0,3514.666667,3685.5,2899.5,0.155109006,0.161308677,1083.211003,0.0,0.0,132.2346436,0.0,0.0,30239.08727,1083.211003,EU,EU (excl UK),Europe,Europe (excl UK),Prague,Czech Republic,1115.8,1747.0,1091.0,868.0,831.0,626.0,996.0,123.0,60.0,,-0.238313474,-0.278801843,-0.107366912,-0.887259395,-0.930875576,-0.107366912,,,,IB,"MYP, IGCSE, IB, IBCP",3.57,0.1277,0.1937,0.6296,0.3704,,1.0,1.0,0.0,1.0,0.0,4.0,2017.0,7.0,1.0,8.214285714,280.0,3.728571429,280.0,3.696428571,280.0,3.539285714,280.0,CZ,2024.0,,,,1.120384627,0.95198948,34621120000.0,27.77619955,10882164.0,15.39729611,74.738,-86169.0,2.435312024,,3.782606454,,,,5554.8,,30.0,,,-0.709469652,Prague,CZ,Czech Republic,Czech,,1609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School78,2025.0,29955.0,30014.0,32387.0,27464.0,18752.0,4077.5,3258.0,3290.0,0.157569317,0.12176708,1085.516487,4.41e-07,0.0,103.5462527,1.27e-07,0.0,27800.05419,1085.516487,EU,EU (excl UK),Europe,Europe (excl UK),Prague,Czech Republic,996.0,1659.0,831.0,626.0,123.0,60.0,,,,,-0.85198556,-0.904153355,,,,,236.0,224.04,,IB,"MYP, IGCSE, IB, IBCP",4.01,0.2697,0.1512,0.618,0.382,1.92,1.0,1.0,0.0,1.0,0.0,4.0,2017.0,8.0,1.0,18.69158879,214.0,4.261682243,214.0,4.126168224,214.0,3.855140187,214.0,,,,,,,,,,,,,,,,,,,,6031.0,,,,,0.175725124,Prague,CZ,Czech Republic,Czech,,1521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School78,2026.0,,,,,,,,,,,,,,,,,,,EU,EU (excl UK),Europe,Europe (excl UK),Prague,Czech Republic,,1659.0,123.0,60.0,,,,,,,,,,,,,225.0,216.04,,IB,"MYP, IGCSE, IB, IBCP",,0.2727,0.1512,0.5785,0.4215,0.08,1.0,1.0,0.0,1.0,0.0,4.0,2017.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prague,CZ,Czech Republic,Czech,,1593.0,187.0,42.0,0.22459893,▼ -23 ppt,967.0,649.0,0.67114788,0.740154375,-0.069006495,0.749318801,-0.078170921,School Proposition; Marketing Effectiveness,Improve Value for Money in EY by offering wrap around care; Deliver a comprehensive marketing plan for the new campus that starts by attracting students to Vlastina to then move them to the new site by Jan 2027.; Deliver a Corporate Outreach plan to increase enquiries from expats.; Reduce fees in EY to bring them in line with competitors.; Reframe positioning to be clearly differentiated and confident in market with each campus. Clear diferentiator with Riverside & Parklane; Support retention strategy; Open EY to younger yeargroups to increase FTEs; Introduce a High School Diploma to improve IBDP academic results and give families an alternative pathway.; Targeted use of CAPEX for Kamyk and Libus to improve retention.,Increase EYFS FTEs; Increase Vlastina numbers and reenrolment; 5 targeted companies; Increase EYFS FTEs; Increase FTE (switchers); Decrease leavers; Increase EYFS FTEs and boost feeder yeargroup; NEASC Accreditation to improve retention of students; To increase retention and attraction to middle school numbers,"Identify staff to deliver wrap around care
Finalise proposal and costs.
Launch the offer.; Finalise academic offer for new campus by Jan 2026
Finalise pricing for new campus
Increase marketing campaign with digital videos, walkthroughs, corporate events etc 
Admissions collateral - include go back to Vlastina families who left.; Put together a clear target list of corporates.
Agree special conditions we can offer e.g. Toyota and Korean Nuclear and Hydropower plant. EUSPA
Personalized coporate packages according to needs. Including disocunts per number of students
Marketing collateral dedicated to outreach (B2B); Approval from central by Feb 2026
Launch marketing campaign
Use current parents to provide referrals; Positioning workshop - realigning story
Adjustment in website and collateral (purposeful)
PR & Content - thoughtleadership; White Glove attention to new starters
Parent - Teacher communications; Apply for relevant license to go down to 1.5 years
Make necessary changes to classrooms.; PBIS is already COBIS accredited which said they were excellent in each category
COBIS accreditation allows us to fastrack a NEASC accreditation which will allow them to create a HS diploma as an alternative pathway for students who are not academically strong enough for IBDP.; 2 year plan to develop classrooms, science labs, hub for students, parent cafe and merchandise shop.",By the end of FY26; FY27; 01.03.2026; 02.02.2026; 26.03.2026; 01/08/2027; FY28,In Progress; New,-0.048574144,-0.108567866,-0.130181629,-0.09375,-0.209748892,0.034691257,0.051157526,80.98181818,0.013322033,0.622096673,0.628311362,3.95,0.2727,0.1512,0.08,65.0,47.0,1.0,0.0,86.0,2.0,4.0,112.0,32.0,10.0,127.0,185.0,295.0,6.0,11.0,7.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,4.0,0.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,0.0,5.0,1.0
School79,2021.0,,,,,,,,,,,,,,,,,,,TA,LATAM,The Americas,Latin America,Lima,Peru,937.0,,,,274.0,95.0,923.4,1178.0,313.0,937.0,,,-0.014514408,,,-0.014514408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE,2021.0,6774170.0,5277389.131,1702235.193,13.36262409,12.27773964,78025830000.0,20.18954563,33155882.0,25.1403582,78.5,41868.0,4.271663815,3.927210093,3.155709023,,144000000000.0,,0.0,,,,,,Peru,PE,Peru,Peruvian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
