School,FiscalYear,NAE_Overall_Average_Fee_USD,NAE_Secondary_Average_Fee_USD,NAE_Sixth_Form_Average_Fee_USD,NAE_Primary_Average_Fee_USD,NAE_EY_Average_Fee_USD,Overall_Gap_Median,Secondary_Gap_Median,Sixth_Form_Gap_Median,Overall_Pct_vs_Median,Secondary_Pct_vs_Median,Mainentance_Capex_sum,Expansion_Capex_sum,CPT_Capex_sum,Mainentance_Capex_std,Expansion_Capex_std,CPT_Capex_std,Revenue,Capex_annual_sum,RegionCode,SubRegionCode,Region,Subregion,City,Country,StudentFTE,CapacityFTE,leads_submitted,enquiries_started,tv_leads_t_plus1,tv_enquiries_t_plus1,tv_fte_t_plus1,tv_leads_t_plus2,tv_enquiries_t_plus2,tv_fte_t_plus2,tv_lead_growth_1yr,tv_enquiry_growth_1yr,tv_fte_growth_1yr,tv_lead_growth_2yr,tv_enquiry_growth_2yr,tv_fte_growth_2yr,EmployeeHeadCountCurrent,EmployeeFTECurrent,DirectContractorHeadCount,Prevailing_Curriculum,Curricula_Offered,Employee_Engagement_Score,MAC_Attrition_Pct,Teachers_Attrition_Pct,Student_Expat_Pct,Student_Local_Pct,Average_Principal_Tenure,Curricula_Offered_IB,Curricula_Offered_IGCSE,Curricula_Offered_A-Levels,Curricula_Offered_MYP,Curricula_Offered_AP,Curricula_Offered_count,school_opened_year,school_age,is_school_mature,nps_score,nps_responses_count,nps_teacher_quality_score,nps_teacher_quality_response_count,nps_education_quality_score,nps_education_quality_response_count,nps_principal_quality_score,nps_principal_quality_response_count,iso2,year,total_enrolment,total_public_enrolment,tv_total_private_enrolment_t_plus1,gdp_growth_pct,gdp_per_capita_growth_pct,market_cap,gross_savings_pct_gdp,total_population,population_0_14_pct_total,urban_population_pct_total,net_migration,inflation_pct,govt_expenditure_on_education_pct_gdp,foreign_dir_investment_net_inflows_pct_gdp,govt_expenditure_on_education_per_student_pct_gdp,household_final_consumption_expenditure,millionaires,eyp_private_enrolment,hnwi_billionaires,hnwi_centi_millionaires,hnwi_millionaire_growth_2014_to_2024,hnwi_number_of_millionaires,Academic_Performance_Index,ReportNameOneStream,iso2_code,country_name,nationality_1,nationality_2,Sum_Years,App,Total Lost/Denied,Percentage,vs Regional AVG,1st Stage,2nd Stage,CvR %,Region Avg,vs Region Avg,CvR % PY,CvR % YoY,Category,Action,Target,Plan to achieve Target,Target Date,Status,Forecast FTE vs Budget %,Forecast FTE vs LY W5 %,Forecast FTE YoY,New Enrolment YoY,Enquiries YoY,Enquiries - Enrolled CVR YoY,Enquiries - Application CVR YoY,Velocity,ReEnroll % Variance,Capacity Utilisation % Current,Capacity Utilisation % Forecast,Employee Engagement Score,MAC Attrition %,Teacher Attrition %,Principal Tenure avg.,Channel_Cross-network,Channel_Direct,Channel_Display,Channel_Email,Channel_Organic Search,Channel_Organic Social,Channel_Paid Other,Channel_Paid Search,Channel_Paid Social,Channel_Referral,Channel_Unassigned,Device_desktop,Device_mobile,Device_tablet,Years Spent_before_leaving_0,Years Spent_before_leaving_1-2,Years Spent_before_leaving_3-5,Years Spent_before_leaving_6-8,Years Spent_before_leaving_9-10,Years Spent_before_leaving_11&above,reason_for_leaving_Academic - Class Size,reason_for_leaving_Academic - Concerns with Academic Progress,reason_for_leaving_Academic - I Want a Single-Sex School for My Child,reason_for_leaving_Academic - Lack of Support for SEND,reason_for_leaving_Academic - Limited Program Offerings,reason_for_leaving_Academic - Not Suitable for Desired University Choice,reason_for_leaving_Academic - Quality of Teaching,reason_for_leaving_Early Entry to Higher Education,reason_for_leaving_Financial - Can No Longer Afford Tuition Costs,reason_for_leaving_Financial - Do Not Feel That I Am Getting Value for Money,reason_for_leaving_Graduate,reason_for_leaving_Lack of Facilities - Inadequate Facilities for SEND,reason_for_leaving_Lack of Facilities - Inadequate Sport/Recreational Facilities,reason_for_leaving_Lack of Facilities - Poor General Maintenance,reason_for_leaving_Moving to State School - Preference for State School,reason_for_leaving_Moving to State School - Proximity of State School,reason_for_leaving_Moving to State School - State School Reputation,reason_for_leaving_Relocating - Different City,reason_for_leaving_Relocating - Different Country,reason_for_leaving_School Decision - Academic Standards Not Achieved,reason_for_leaving_School Decision - Behavioural Issues for Child,reason_for_leaving_School Decision - Non-Payment of Fees,reason_for_leaving_School Decision - Sanctioned List,reason_for_leaving_Social/Personal Issue for Child - Lack of Diversity,reason_for_leaving_Social/Personal Issue for Child - Medical Issues,reason_for_leaving_Social/Personal Issue for Child - Peer Issues,reason_for_leaving_Social/Personal Issue for Child - Teacher/Staff Issues,reason_for_leaving_Temporary Leaver - Medical Leave,reason_for_leaving_Temporary Leaver - Temporary Enrolment in Another School,LeavingStandardisedGrade_Year 0,LeavingStandardisedGrade_Year 1,LeavingStandardisedGrade_Year -1,LeavingStandardisedGrade_Year 10,LeavingStandardisedGrade_Year 11,LeavingStandardisedGrade_Year 12,LeavingStandardisedGrade_Year 13,LeavingStandardisedGrade_Year 2,LeavingStandardisedGrade_Year -2,LeavingStandardisedGrade_Year 3,LeavingStandardisedGrade_Year -3,LeavingStandardisedGrade_Year 4,LeavingStandardisedGrade_Year 5,LeavingStandardisedGrade_Year 6,LeavingStandardisedGrade_Year 7,LeavingStandardisedGrade_Year 8,LeavingStandardisedGrade_Year 9
School20,2020.0,,,,,,,,,,,,,,,,,,,CIS,CIS,China International,China International,Beijing,China,1003.4,,896.0,822.0,775.0,896.0,1044.3,593.0,802.0,1123.0,-0.135044643,0.090024331,0.040761411,-0.338169643,-0.0243309,0.040761411,,,,,,,,,,,,,,,,,,,,,27.88461538,312.0,,,,,,,CN,2020.0,194135117.0,172012532.3,23337942.29,2.340188431,2.096866673,12300000000000.0,43.49986335,1411100000.0,17.95483746,61.428,-91577.0,2.419421895,,1.687707563,,5720000000000.0,,0.0,,,,,,Shunyi,CN,China,Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School20,2021.0,,,,,,,,,,,,,,,,,,,CIS,CIS,China International,China International,Beijing,China,1044.3,,775.0,896.0,593.0,802.0,1123.0,670.0,939.0,1113.5,-0.23483871,-0.104910714,0.075361486,-0.135483871,0.047991071,0.075361486,,,,IB,IGCSE,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,2009.0,12.0,1.0,13.85681293,433.0,,,,,,,CN,2021.0,198345021.0,175007078.7,23930955.86,8.570085132,8.473227172,14400000000000.0,44.67993871,1412360000.0,17.58185402,62.512,-379749.0,0.981015136,,1.890345414,,6470000000000.0,,5055.0,,,,,,Shunyi,CN,China,Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School20,2022.0,,,,,,,,,,,,,,,,,,,CIS,CIS,China International,China International,Beijing,China,1123.0,,593.0,802.0,670.0,939.0,1113.5,764.0,882.0,1052.5,0.129848229,0.170822943,-0.008459484,0.28836425,0.099750623,-0.008459484,,,,IB,IGCSE,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,2009.0,13.0,1.0,24.7706422,545.0,,,,,,,CN,2022.0,201754238.0,177823282.1,21318509.76,3.134188872,3.147699821,11500000000000.0,44.83357106,1412175000.0,17.12179976,63.56,-293846.0,1.973575557,,1.038413655,,6560000000000.0,352700.0,,,,,128200.0,-0.139811575,Shunyi,CN,China,Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School20,2023.0,42145.0,42549.0,45920.0,37966.0,30670.0,-446.0,-598.0,-468.0,-0.010471696,-0.013859596,1357.967267,0.0,0.0,169.2981032,0.0,0.0,45613.78097,1357.967267,CIS,CIS,China International,China International,Beijing,China,1113.5,1500.0,670.0,939.0,764.0,882.0,1052.5,762.0,610.0,915.5,0.140298507,-0.060702875,-0.054782218,0.137313433,-0.350372737,-0.054782218,,,,IB,IGCSE,,0.125,0.2156,0.9165,0.0835,,0.0,1.0,0.0,0.0,0.0,1.0,2009.0,14.0,1.0,18.90359168,529.0,3.835538752,529.0,3.916824197,529.0,3.945179584,529.0,CN,2023.0,203853836.0,182535326.2,20372041.17,5.414843301,5.524314947,10900000000000.0,42.48721346,1410710000.0,16.58961072,64.57,-567724.0,0.234836829,4.001279831,0.280991104,,7200000000000.0,331000.0,7896.0,,,,117600.0,-0.162695245,Shunyi,CN,China,Chinese,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School20,2024.0,44747.33333,45147.0,48729.0,40366.0,32609.0,-729.3333333,-824.0,-696.0,-0.016037528,-0.017924344,1159.651944,0.0,0.0,199.9066272,0.0,0.0,45398.74326,1159.651944,CIS,CIS,China International,China International,Beijing,China,1052.5,1500.0,764.0,882.0,762.0,610.0,915.5,130.0,108.0,,-0.002617801,-0.308390023,-0.130166271,-0.829842932,-0.87755102,-0.130166271,,,,IB,IGCSE,3.83,0.2857,0.1585,0.9227,0.0773,,0.0,1.0,0.0,0.0,0.0,1.0,2009.0,15.0,1.0,26.93409742,349.0,3.974212034,349.0,3.965616046,349.0,3.979942693,349.0,CN,2024.0,206550037.0,186177995.8,,4.977356592,5.106624828,11800000000000.0,,1408975000.0,16.00781233,65.544,-318992.0,0.218128938,,0.098998805,,,332100.0,8052.5,38.0,316.0,0.72,114300.0,-0.487068302,Shunyi,CN,China,Chinese,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School20,2025.0,46488.0,46863.0,50582.0,42019.0,34062.0,-915.6666667,-1015.0,-739.0,-0.019316368,-0.021199716,1936.799797,0.0,0.0,207.5310949,0.0,0.0,43267.23714,1936.799797,CIS,CIS,China International,China International,Beijing,China,915.5,1500.0,762.0,610.0,130.0,108.0,,,,,-0.829396325,-0.82295082,,,,,181.0,181.0,,IB,IGCSE,3.88,0.45,0.3314,0.9288,0.0712,3.92,0.0,1.0,0.0,0.0,0.0,1.0,2009.0,16.0,1.0,22.4025974,308.0,3.886363636,308.0,4.100649351,308.0,4.035714286,308.0,,,,,,,,,,,,,,,,,,,,8104.0,,,,,-0.26034167,Shunyi,CN,China,Chinese,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School20,2026.0,,,,,,,,,,,,,,,,,,,CIS,CIS,China International,China International,Beijing,China,,1500.0,130.0,108.0,,,,,,,,,,,,,181.0,181.0,10.0,IB,IGCSE,,0.45,0.3314,0.9184,0.0816,4.08,0.0,1.0,0.0,0.0,0.0,1.0,2009.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shunyi,CN,China,Chinese,,1500.0,179.0,43.0,0.240223464,▼ -21 ppt,998.0,740.0,0.741482966,0.675389157,0.066093809,0.893854749,-0.152371783,Marketing Effectiveness; School Proposition,Student retention; WeCom; A Level Pathway; Diversify Revenue Streams; Strategic modernisation of school facilities,FY27W5 FTE +19; FY27W5 FTE +18; FY27W5 FTE +19; FY27W5 FTE +0; FY27W5 FTE +28,"Improve the quality and visibility of sports and performing arts programmes to match and exceed competitor offerings. (Sep 25 - Jan 26): A
Implement targeted retention strategies for key transition years. Y6, 9 and 11) (Oct 25 - Jul 26): F
Expand the use of the Chatterbox as a central hub for community connection, hosting regular coffee mornings and parent workshops. (Sep 25 - Jan 26): G
Regular learning walks focused on pace, challenge and pedagogy. (Sep 25 - Jul 26): G
Whole School transition to Toddle (Sep 25 - Jul 26): G
EYFS Recovery: Litttle learners (Sep 25 - Jul 26): A
Evaluate the current CCA provision to ensure range, quality, and frequency consistency and strategic alignment (Oct 25 - Jul 26): G
using LW/Observational insights to guide instructional coaching. (Oct 25 - Jul 26): A

MAC
Showcase sports and performing arts excellence through digital and events to strengthen school competency (Jan 26 - Aug 26): G
Maximize the use of Chatterbox as a vibrant community engagement hub and promote engaging school and stronger sense of belonging and school community (you said, we did campaign) (Sep 25 - Aug 26): G
Reinvent Little learners program and build transition journey to accelerate conversion (Oct 25 - Aug 26): G
Support school initiatives and develop communication plan to demonstrate school excellences (Toddle, CCA, academic etc) (Sep 25 - Aug 26): G; Set up WeCom account (Oct 25 - Dec 25): X
Register all teachers and administrative staff on the platform and ensure the app is downloaded on personal devices. (Dec 25 - Feb 26): A
Devise clear processes for all parents to register on the platform. (Feb 26 - Aug 26): X
Update policy for high-level push messaging by August 2026 (emergencies and announcements). (Mar 26 - Aug 26): X
Phase out informal WeChat groups and establish WeCom as the primary, moderated communication channel with parent representatives. (Apr 26 - Aug 26): X
Admissions team to contact parents via WeCom rather than WeChat (Mar 26 - Aug 26): X

MAC
Design parent-facing processs and step by step guidance to support smooth registration and drive full adoption (Jun 26 - Aug 26): X
Support high level push messaging policies and school announcement (Aug 26): X
launch communication campaign, positioning WeCom as primary channel for school communications. (Jul 26 - Aug 26): X; Curriculum model review and redesign (Sep 25 - Jan 26): G
Design and finalise A Level pathway options (Nov 25 - Jun 26): A
Deliver targeted professional development to build subject knowledge, assessment literacy and confidence in A Level delivery. (Apr 26 - Jun 26): X
Identify, evaluate and procure suitable textbooks and high-quality off-the-shelf curriculum materials to support A Level courses. (Mar 26 - Jun 26): X
Announcement to current Y 11 cohort and wider school community (Dec 25 - Feb 26): G
Analyse mock examination outcomes to inform pathway guidance and suitability. (Jan 26 - Jun 26): A
Meet with each family to determine best-fit pathways based on attainment, aspirations and learning profile. (Feb 26 - Aug 26): X
Whole school Parent information sessions (Mar 26): X

MAC
Translate A level and IB pathways into clear messaging and create visual and digital assets for parent communications (Dec 25 - Apr 26): G
Digital and paid campaign through social channels to announcement and campaigns (Jan 26 - Aug 26): G
Marketing events to drive new students through Open Days and other external events (Jan 26 - Aug 26): G
Parents workshop and engagement with current and prospective families (Dec 25 - Aug 26): F; Form a cross-functional team to identify, develop and oversee new non-tuition revenue streams. (Oct 25 - Jan 26): G
Design and deliver a fee paying English language enrichment programme (Oct 25 - Jun 26): G
Secure a minimum 15% revenue share with external providers delivering co-curricular activities on campus. (Oct 25 - Jun 26): G
Design and run a Winter Camp offering to generate additional income and extend the school’s enrichment provision. (Nov 25 - Dec 25): X
Work with DDC to co-design a Summer School programme, including agreed revenue-share arrangements and a blend of partner-led and school-delivered provision. (Feb 26 - Jul 26): X

MAC
Additional Revenue program packaging and pricing setup (Dec 25 - Jan 26): G
Prepare marketing materials for selected channels and the programs (Dec 25 - Jun 26): G
launch event and promotion across channels (email, internal comm, social media etc) (Dec 25 - Jun 26): G
Continuous promotion with optimized messaging and check performances (Jan 26 - Jul 26): G; Audit of existing learning spaces, condition, utilisation and fitness for purpose against current and future curriculum needs. (Sep 25 - Nov 25): X
Agree educational rationale for redevelopment, explicitly linking space design to teaching and learning priorities, heritage market expectations and competitor positioning. (Oct 25 - Jan 26): A
Produce early design concepts and layout options aligned to the agreed strategic focus. (Jan 26 - Mar 26): F
Generate cost estimates, phasing options and budget implications to inform decision-making. (Feb 26 - Mar 26): X
Pitch and approval (Mar 26 - Jun 26): X
Summer works docket and delivery of major building work (Jul 26 - Aug 26): X

MAC
translate 3 promoises into visuals - develop school decals, signage, and messaging, ensuring consistent use across campus (May 26 - Aug 26): X
Promote school renovation and campus improvements, reinforcing a modern, engaging school image (Jun 26 - Aug 26): X
Redesign school tour experience, making the tour more interactive and story-driven (Jul 26 - Aug 26): X
support ongoing school promotion (Aug 26): X",FY27 W5,In Progress,-0.07994186,-0.10212766,-0.100426338,-0.272727273,-0.284539474,0.005077889,-0.0506768,103.0958904,-0.018752783,0.591,0.633,4.06,0.45,0.3314,4.08,15.0,101.0,0.0,3.0,53.0,22.0,0.0,8.0,0.0,14.0,85.0,151.0,146.0,4.0,16.0,34.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,48.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,8.0,2.0,7.0,0.0,3.0,0.0,7.0,0.0,4.0,4.0,6.0,8.0,11.0,6.0
School21,2020.0,,,,,,,,,,,,,,,,,,,ME,ME,Middle East,Middle East,Kuwait,Kuwait,3498.0,,,,,,3665.0,,,3811.0,,,0.047741567,,,0.047741567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KW,2020.0,,,0.0,-4.817789823,-3.908227572,106000000000.0,22.95221714,4400267.0,20.6195979,100.0,-168379.0,2.101729548,6.245130349,-0.502546858,,47145036940.0,,8100.0,,,,,,Kuwait,KW,Kuwait,Kuwaiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School21,2021.0,,,,,,,,,,,,,,,,,,,ME,ME,Middle East,Middle East,Kuwait,Kuwait,3665.0,,,,,,3811.0,,,3786.0,,,0.039836289,,,0.039836289,,,,A-Levels,"IGCSE, A-Levels",,,,,,,0.0,1.0,1.0,0.0,0.0,2.0,2017.0,4.0,0.0,,,,,,,,,KW,2021.0,,,0.0,1.672636896,2.591286118,137000000000.0,39.65138761,4360865.0,20.08852164,100.0,19678.0,3.423629476,7.762467065,-0.183575379,,50723544946.0,,6200.0,,,,,,Kuwait,KW,Kuwait,Kuwaiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School21,2022.0,,,,,,,,,,,,,,,,,,,ME,ME,Middle East,Middle East,Kuwait,Kuwait,3811.0,,,,,,3786.0,,,3729.0,,,-0.006559958,,,-0.006559958,,,,A-Levels,"IGCSE, A-Levels",,,,,,,0.0,1.0,1.0,0.0,0.0,2.0,2017.0,5.0,1.0,,,,,,,,,KW,2022.0,,,0.0,6.758667047,1.437112771,153000000000.0,51.07655368,4589643.0,19.21590549,100.0,368560.0,3.98064962,6.582365,0.409943823,,51594920240.0,,,,,,,-0.409061737,Kuwait,KW,Kuwait,Kuwaiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School21,2023.0,12528.33333,11621.0,15775.0,10189.0,8002.0,431.6666667,51.0,959.0,0.035684762,0.004407952,1598.345078,0.0,0.0,146.5475161,0.0,0.0,52025.92384,1598.345078,ME,ME,Middle East,Middle East,Kuwait,Kuwait,3786.0,4210.0,,,,,3729.0,,,3564.0,,,-0.015055468,,,-0.015055468,,,,A-Levels,"IGCSE, A-Levels",,0.1832,0.2414,0.5495,0.4505,,0.0,1.0,1.0,0.0,0.0,2.0,2017.0,6.0,1.0,,,,,,,,,KW,2023.0,,,0.0,-1.667205897,-7.011464056,131000000000.0,,4853420.0,18.60284454,100.0,50008.0,3.64216403,5.026260831,1.27859898,,,,13232.0,,,,,0.275363576,Kuwait,KW,Kuwait,Kuwaiti,,4210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School21,2024.0,13002.0,11914.0,16605.0,10487.0,8028.0,760.6666667,307.0,1424.0,0.062139201,0.026449556,1861.136653,155.6002173,0.0,235.7497841,21.464368,0.0,54166.05862,2016.73687,ME,ME,Middle East,Middle East,Kuwait,Kuwait,3729.0,4210.0,,,,,3564.0,,,,,,-0.044247788,,,-0.044247788,,,,A-Levels,"IGCSE, A-Levels",3.83,0.2,0.249,0.5348,0.4652,,0.0,1.0,1.0,0.0,0.0,2.0,2017.0,7.0,1.0,17.47388414,1053.0,3.818613485,1053.0,3.954415954,1053.0,3.89648623,1053.0,KW,2024.0,,,,-2.560111133,-4.919597587,141000000000.0,,4973861.0,18.21880907,100.0,61624.0,2.898550725,6.435926679,0.383567812,,,,14277.0,,23.0,,,0.328455049,Kuwait,KW,Kuwait,Kuwaiti,,4210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School21,2025.0,13680.66667,12803.0,16880.0,11359.0,8201.0,1350.666667,1112.0,1589.0,0.10954312,0.095115901,1307.156186,99.63914624,0.0,57.19222504,22.54866074,0.0,54738.69939,1406.795332,ME,ME,Middle East,Middle East,Kuwait,Kuwait,3564.0,4210.0,,,,,,,,,,,,,,,461.0,452.0,,A-Levels,"IGCSE, A-Levels",3.86,0.4138,0.2491,0.5366,0.4634,19.83,0.0,1.0,1.0,0.0,0.0,2.0,2017.0,8.0,1.0,20.35040431,742.0,4.075471698,742.0,4.181940701,742.0,4.110512129,742.0,,,,,,,,,,,,,,,,,,,,14288.0,,,,,0.6999154,Kuwait,KW,Kuwait,Kuwaiti,,4210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School21,2026.0,,,,,,,,,,,,,,,,,,,ME,ME,Middle East,Middle East,Kuwait,Kuwait,,4210.0,,,,,,,,,,,,,,,465.0,462.0,,A-Levels,"IGCSE, A-Levels",,0.2051,0.2491,0.5594,0.4406,20.0,0.0,1.0,1.0,0.0,0.0,2.0,2017.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuwait,KW,Kuwait,Kuwaiti,,4210.0,,,,,,,,,,,,Marketing Effectiveness; School Performance,"Focus on improving retention and switchers-out numbers in general; Implement a BSK parent engagement plan to deepen relationships with parents and increase two-way communication, maximising satisfaction and retention in the long term; Design and implement a BSK loyalty programme to reward existing parents for their tenure, to improve retention rates across the school; Maximise TSK admissions through broadened facilities and expansion into a new catchment area","- Improve retention rate from 84%
- Minimise switchers-out in AY27 (322 to Week 5 in AY26); - Minimise number of leavers due to reasons unrelated to moving countries (overseas leavers account for 22% of total)
- Improve AY25 NPS from 28 and increase promoters from 41%
- Parent surveys indicate a request for increased parent engagement; - Minimise number of leavers moving to lower-priced schools (33% in AY26)
- Decrease fee-related leavers (increased from 6% in AY23 to 15% in AY24 and 13% in AY25)
- The program is expected to lift retention from 84% (2026) to ~ 87%; - Increase number of TSK admissions by expanding the available facilities and targeting a new catchment area, to broaden the pool of potential students, and by adding an additional Creche class, to increase capacity at the youngest year group.
- Capitalise on AY26 TSK admissions being 10.5% higher than the target. 
- 67% of students live within 5km of TSK - broaden available space and move closer to an underserved area.","- Plan a ""British Week"" to reinforce the school's British curriculum, heritage, and values, while highlighting the benefits to existing parents
- Plan and execute the filming of a British Curriculum video report with a local newspaper, featuring representatives from the British Embassy, Secondary HTs, and parent ambassadors
- Focus content on ""value for money"", to showcase what parents would miss out on when moving to lower-cost schools
- Highlight Arabic proposition in both BSK and TSK, to improve perception of the Arabic offerings and mitigate loss of families to bilingual school
- Explore possibility of introducing BTEC pathways for Sixth Form, including checking with Kuwait's Ministry of Education and Pearson. 
- Review feasibility of introducing BSK-offered scholarships to existing and potential students, potentially tying in with upcoming 50-year anniversary
- Participate in the Britain in Kuwait exhibition (February 4-6), to raise mass awareness of the British curriculum and the schools in general.
- Hold a Y8 to Y9 transition evening in February, to improve retention of students moving from Middle Phase to Higher Phase and mitigate loss of students to easier British schools or other curriculums; - Implement communication-based surveys to gather information about parent preferences and needs, which will feed into all info sessions
- Organise focus groups based on identified themes
- Run regular info sessions and coffee mornings with parents
- Establish a “Parent Council” to create ambassadors and improve communication
- Co-create small initiatives and community events, inviting parents to contribute; - Implement tiered loyalty program based on parent tenure. Discount can range from 0% to 5% based on years of enrolment, encouraging longer-term student commitment.
- Loyalty discounts are targeted at longer-tenure students, aligning with retention risk.
- Market program to improve retention; - Expand TSK into a new facility in a new catchment area, with additional features and space
- Renovate and redesign Creche spaces, to be able to support an increase in the number of Creche classes from 2 to 3","- Ongoing: Arabic and VFM content
- AY26: British Week, British Curriculum Video
- Review of BTEC and scholarship possibilites to begin in AY26, for implementation in future years; - Phase 1 (Listening and Insight Surveys) to kick off in Term 3 AY 2026
- Phase 2 (info sessions, community engagement, focus groups) to follow in Term 3-5
- Phase 3 (Parent Advisory Group, shared initiatives, etc.) likely in AY27; - Plan to be finalised in AY 26, for launch in AY27; - New facility discovery and research currently in progress
- Creche renovations scheduled for Summer 2026",In Progress,-0.009059419,-0.000806018,-0.032014576,,,,,,-0.027827212,0.857957245,0.883372922,3.91,0.2051,0.2491,20.0,64.0,14.0,0.0,0.0,24.0,2.0,4.0,111.0,4.0,11.0,77.0,53.0,256.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School22,2020.0,,,,,,,,,,,,,,,,,,,CIS,CIS,China International,China International,Beijing,China,561.7,,149.0,471.0,558.0,633.0,623.1,526.0,599.0,610.5,2.744966443,0.343949045,0.10931102,2.530201342,0.271762208,0.10931102,,,,,,,,,,,,,,,,,,,,,57.44680851,376.0,,,,,,,CN,2020.0,194135117.0,172012532.3,23337942.29,2.340188431,2.096866673,12300000000000.0,43.49986335,1411100000.0,17.95483746,61.428,-91577.0,2.419421895,,1.687707563,,5720000000000.0,,0.0,,,,,,Sanlitun,CN,China,Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School22,2021.0,,,,,,,,,,,,,,,,,,,CIS,CIS,China International,China International,Beijing,China,623.1,,558.0,633.0,526.0,599.0,610.5,541.0,644.0,619.9,-0.05734767,-0.05371248,-0.020221473,-0.03046595,0.017377567,-0.020221473,,,,,"EYFS, UKNC",,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,12.0,1.0,29.90353698,311.0,,,,,,,CN,2021.0,198345021.0,175007078.7,23930955.86,8.570085132,8.473227172,14400000000000.0,44.67993871,1412360000.0,17.58185402,62.512,-379749.0,0.981015136,,1.890345414,,6470000000000.0,,3755.0,,,,,,Sanlitun,CN,China,Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
